call_duration,data_usage,num_calls,sms_count,customer_id
16,3.12,8,40,2549
10,3.79,12,28,2550
29,2.29,21,27,2551
10,1.62,16,43,2552
12,2.47,8,18,2553
30,1.68,28,22,2554
41,4.21,16,46,2555
1,1.56,10,49,2556
5,3.33,20,7,2557
20,0.77,15,24,2558
8,3.47,4,37,2559
43,4.58,26,37,2560
12,3.08,15,34,2561
1,2.84,4,25,2562
57,4.81,11,2,2563
54,3.17,6,1,2564
20,1.37,4,4,2565
28,1.53,9,19,2566
57,3.56,9,11,2567
43,3.7,3,37,2568
37,1.59,23,15,2569
47,1.79,28,36,2570
37,4.96,5,37,2571
12,0.6,15,35,2572
37,2.08,28,45,2573
49,0.41,9,28,2574
49,4.12,2,34,2575
56,0.55,3,48,2576
44,3.4,26,36,2577
56,0.38,21,20,2578
28,3.4,12,20,2579
47,4.23,16,27,2580
15,2.05,5,5,2581
6,2.66,10,19,2582
44,2.07,28,35,2583
59,1.57,15,12,2584
20,4.04,14,39,2585
50,1.43,14,10,2586
14,3.64,23,23,2587
2,1.11,13,18,2588
9,1.32,16,22,2589
37,1.75,8,30,2590
20,2.99,8,36,2591
26,2.33,17,36,2592
29,3.75,17,2,2593
1,1.15,3,33,2594
55,0.15,1,28,2595
35,3.91,17,2,2596
6,4.13,26,14,2597
37,0.39,24,6,2598
53,3.09,16,2,2599
59,1.95,17,46,2600
5,3.99,25,42,2601
33,4.38,2,15,2602
49,4.27,25,44,2603
51,3.91,14,33,2604
14,1.42,7,19,2605
12,4.08,25,43,2606
42,2.71,19,38,2607
20,0.36,1,32,2608
53,2.34,17,13,2609
50,4.72,27,41,2610
24,4.45,10,34,2611
59,0.6,6,10,2612
43,3.75,7,19,2613
34,4.05,25,29,2614
25,1.43,6,27,2615
50,2.41,5,14,2616
29,3.58,2,37,2617
57,2.25,18,49,2618
39,0.65,24,12,2619
31,3.56,17,46,2620
56,4.57,24,34,2621
47,3.3,27,46,2622
43,3.89,26,23,2623
50,1.86,27,0,2624
23,1,23,41,2625
44,3.25,7,23,2626
38,1.71,21,26,2627
20,4.31,19,17,2628
23,0.7,7,25,2629
45,2.22,23,28,2630
52,2.04,7,7,2631
16,4.7,16,43,2632
50,0.85,12,25,2633
42,0.15,15,4,2634
55,1.27,15,32,2635
8,4.12,11,39,2636
50,1.13,2,4,2637
21,1.28,3,48,2638
1,0.74,19,46,2639
55,3.61,20,35,2640
8,0.44,28,12,2641
29,1.72,25,16,2642
32,1.48,26,12,2643
38,2.82,15,24,2644
5,3.68,16,1,2645
47,2.71,1,23,2646
22,4.66,15,35,2647
47,4.76,12,24,2648
34,1.87,7,33,2649
1,3.91,7,11,2650
55,3.72,11,18,2651
55,4.48,20,49,2652
26,2.29,29,41,2653
43,2.7,11,29,2654
10,2.14,17,36,2655
30,4.27,3,42,2656
50,1.23,16,0,2657
18,1.27,5,2,2658
17,1.93,28,48,2659
26,1.23,2,25,2660
8,2.85,23,14,2661
47,0.76,26,45,2662
40,1.67,26,46,2663
49,4.58,7,47,2664
12,2.11,28,27,2665
27,3.77,10,3,2666
8,0.66,5,18,2667
25,1.31,15,23,2668
46,4.06,12,39,2669
4,3.84,10,5,2670
33,1.99,22,15,2671
1,4.78,17,31,2672
19,4.56,20,29,2673
31,4.82,20,34,2674
16,2.2,11,7,2675
14,1.07,8,4,2676
53,3.17,15,36,2677
48,3.46,2,11,2678
5,0.71,17,24,2679
41,3.95,23,32,2680
26,0.19,6,38,2681
28,2.47,21,23,2682
2,1.72,28,10,2683
50,3.73,13,41,2684
6,1.63,29,34,2685
9,4.15,29,39,2686
33,3.02,8,0,2687
41,3.99,11,7,2688
25,4.95,15,22,2689
48,3.43,13,19,2690
13,4.93,18,31,2691
9,0.24,18,10,2692
53,1.76,25,6,2693
13,0.63,17,29,2694
31,1.39,22,47,2695
41,4.21,13,38,2696
11,0.26,29,12,2697
4,2.65,3,41,2698
34,2.88,29,48,2699
38,2.85,21,2,2700
46,2.43,24,6,2701
4,3.97,7,42,2702
38,0.75,29,12,2703
19,1.62,12,36,2704
6,3.12,4,24,2705
34,3.49,24,22,2706
18,2.08,27,46,2707
13,4.39,27,32,2708
41,2.14,26,4,2709
23,2.07,11,31,2710
19,0.28,14,29,2711
45,2.8,18,30,2712
11,3.57,7,12,2713
1,0.66,5,41,2714
24,1.6,16,4,2715
54,3.93,11,22,2716
7,1.89,22,0,2717
25,1.28,3,9,2718
21,3.39,16,49,2719
15,1.06,11,26,2720
1,4.49,10,7,2721
12,0.62,23,2,2722
58,3.56,23,18,2723
7,2.55,2,1,2724
15,4.36,16,48,2725
21,0.72,17,30,2726
19,3.42,10,47,2727
29,2.9,18,9,2728
25,2.45,12,15,2729
33,2.51,8,36,2730
49,3.64,27,19,2731
32,4.69,26,2,2732
49,0.55,3,34,2733
35,0.2,27,33,2734
44,4.05,20,20,2735
38,0.63,24,35,2736
26,4.93,3,31,2737
11,3.13,6,17,2738
35,3.29,2,33,2739
8,1.07,3,37,2740
46,1.28,17,2,2741
14,3.33,9,2,2742
10,4.56,4,26,2743
2,4.91,22,1,2744
46,1.07,23,2,2745
9,0.76,2,16,2746
3,0.38,24,45,2747
21,4.35,28,38,2748
26,1.54,9,37,2749
8,0.11,14,39,2750
48,1.2,26,18,2751
2,1.77,11,18,2752
6,4.96,2,43,2753
28,2.67,21,4,2754
53,1.1,2,4,2755
29,1.74,27,13,2756
26,1.72,5,26,2757
25,0.2,7,48,2758
12,0.76,22,47,2759
5,3.51,4,35,2760
34,0.69,14,39,2761
48,1.23,2,34,2762
37,1.82,23,20,2763
15,3.81,12,4,2764
44,2.95,10,23,2765
36,3.48,25,38,2766
15,2.88,1,49,2767
43,3.45,19,23,2768
48,0.11,23,39,2769
23,4.66,16,42,2770
6,0.64,15,45,2771
46,2.09,14,49,2772
50,3.88,9,12,2773
44,2.23,29,37,2774
59,4.74,21,44,2775
43,2.39,23,0,2776
45,4.39,15,42,2777
21,4.07,26,38,2778
23,4.91,7,9,2779
43,4.64,4,1,2780
55,4.5,21,15,2781
16,3.68,18,36,2782
47,1.9,8,15,2783
53,0.62,12,22,2784
15,3.47,15,25,2785
25,4.9,15,15,2786
36,3.66,17,26,2787
11,4.65,2,46,2788
51,4.04,12,40,2789
15,0.9,3,29,2790
4,1.32,7,32,2791
21,1.78,6,31,2792
13,0.92,14,8,2793
22,2.95,23,10,2794
19,4.88,27,36,2795
34,3.83,5,5,2796
14,2.17,4,29,2797
4,0.12,15,39,2798
48,1.64,7,14,2799
53,2.68,3,47,2800
52,1.69,13,29,2801
46,0.64,10,17,2802
27,2.27,23,11,2803
29,1.34,2,3,2804
47,4.56,12,15,2805
28,0.6,28,22,2806
35,0.34,24,10,2807
8,0.13,28,23,2808
16,1.71,22,21,2809
42,3.34,12,38,2810
36,3.68,19,14,2811
30,2.32,19,48,2812
18,3.45,21,14,2813
2,1.86,3,9,2814
49,3.37,6,27,2815
13,0.3,2,35,2816
4,2.01,24,16,2817
26,3.98,13,35,2818
25,4.03,27,21,2819
30,3.61,28,22,2820
11,1.1,27,28,2821
7,1.31,9,21,2822
31,4.98,13,10,2823
44,0.61,23,35,2824
10,0.99,14,43,2825
39,0.74,19,28,2826
13,1.71,11,41,2827
31,1.13,14,31,2828
7,2.54,16,13,2829
56,2.43,10,17,2830
49,4.52,20,37,2831
42,0.27,16,36,2832
42,1.67,28,33,2833
56,3.02,26,44,2834
36,3.06,2,22,2835
20,2.45,25,31,2836
4,4.1,16,45,2837
54,0.41,14,2,2838
7,4.1,21,42,2839
54,2.52,28,21,2840
1,0.76,18,22,2841
44,4.44,26,3,2842
56,3.28,6,12,2843
45,0.9,7,31,2844
42,0.26,13,28,2845
47,0.79,2,39,2846
59,3.08,15,39,2847
13,0.98,17,44,2848
55,1.21,13,9,2849
22,0.22,7,12,2850
54,3.64,1,44,2851
21,4.07,3,16,2852
22,4,20,37,2853
28,0.73,18,1,2854
9,4.53,7,16,2855
26,3.39,21,43,2856
9,4.5,17,25,2857
15,2.29,28,37,2858
10,2.24,12,36,2859
24,3.94,16,4,2860
58,0.56,24,24,2861
57,2.65,10,8,2862
42,4.2,23,27,2863
8,4.17,16,21,2864
24,4.79,20,28,2865
16,3.52,18,34,2866
49,1.12,15,19,2867
26,0.2,23,4,2868
27,2.45,11,38,2869
37,2.62,18,43,2870
4,1.28,6,31,2871
50,0.71,1,38,2872
24,2.97,23,9,2873
19,3.84,7,39,2874
36,4.97,12,16,2875
39,3.82,20,36,2876
10,3.99,4,14,2877
25,3.12,10,8,2878
18,4.93,21,31,2879
19,3.24,2,22,2880
36,4.32,9,10,2881
10,4.73,10,12,2882
33,4.66,20,17,2883
55,1.97,11,48,2884
50,0.49,25,8,2885
5,0.94,14,41,2886
47,0.39,3,4,2887
49,0.62,25,42,2888
35,1,1,21,2889
44,1.77,7,31,2890
34,2.76,4,46,2891
33,3.59,7,1,2892
55,1.13,16,20,2893
21,3.4,10,27,2894
17,3.55,15,23,2895
22,2.84,16,23,2896
48,4.53,6,13,2897
37,0.64,4,36,2898
15,0.97,4,26,2899
35,2.2,24,23,2900
28,0.72,23,5,2901
7,2.87,4,25,2902
32,2.05,27,14,2903
11,1.49,22,28,2904
10,0.93,22,35,2905
9,1.74,17,9,2906
14,3.08,13,27,2907
13,2.92,2,8,2908
57,0.9,20,20,2909
25,0.71,6,9,2910
2,0.23,22,3,2911
35,0.16,1,3,2912
7,4.41,8,5,2913
21,0.32,18,25,2914
18,3.68,29,39,2915
3,4.37,21,15,2916
42,0.58,4,7,2917
54,2.24,5,27,2918
39,4.82,5,15,2919
41,4.19,15,37,2920
49,2.5,10,48,2921
11,3.84,8,0,2922
39,4.18,26,18,2923
24,1.81,7,49,2924
46,4.47,12,16,2925
19,2.41,25,48,2926
4,2.69,28,27,2927
26,5,11,43,2928
38,4.23,13,11,2929
42,1.87,15,5,2930
32,0.15,17,6,2931
39,3.17,22,7,2932
45,3.55,22,2,2933
46,3.29,18,48,2934
36,4.84,27,20,2935
40,4.33,8,7,2936
37,2.3,6,27,2937
33,0.41,11,29,2938
36,2.43,29,31,2939
3,3.48,26,10,2940
9,3.08,9,19,2941
8,2.74,26,49,2942
33,2.4,5,15,2943
59,1.54,7,24,2944
6,1.46,22,44,2945
41,2.55,27,8,2946
39,0.89,15,38,2947
4,1.77,21,48,2948
13,1.69,22,39,2949
49,2.98,4,39,2950
2,0.43,19,2,2951
5,4.17,13,15,2952
44,2.86,1,11,2953
27,3.39,1,14,2954
32,3.55,22,3,2955
21,1.53,14,22,2956
8,2.4,9,26,2957
38,4.79,24,38,2958
8,3.86,12,42,2959
50,4.85,18,36,2960
3,3.76,9,12,2961
54,0.96,8,42,2962
44,0.42,14,36,2963
58,2.93,28,39,2964
3,1.85,9,20,2965
22,1.45,20,28,2966
6,4.06,25,28,2967
2,1.9,2,48,2968
23,1.65,29,10,2969
44,4.26,1,49,2970
2,4.25,13,27,2971
38,1.85,25,9,2972
17,4.18,10,4,2973
35,4.27,8,24,2974
34,2.18,7,32,2975
23,0.43,29,16,2976
30,0.11,24,48,2977
52,2.66,12,32,2978
8,1.79,17,24,2979
22,4.99,25,32,2980
44,3.88,12,8,2981
58,3.83,16,26,2982
36,4.78,10,24,2983
5,4.45,27,3,2984
13,1.66,25,8,2985
29,0.91,12,45,2986
31,3.75,11,14,2987
47,1.95,25,15,2988
57,2.42,29,15,2989
55,3.19,14,12,2990
16,4.55,22,13,2991
42,2.15,20,21,2992
30,3.94,13,20,2993
57,1.41,2,8,2994
55,3.52,27,40,2995
16,0.11,20,3,2996
12,4.37,7,9,2997
17,0.25,1,34,2998
16,3.59,25,8,2999
12,0.33,3,47,3000
8,1.4,29,15,3001
20,2.54,29,48,3002
3,2.16,20,17,3003
16,1.04,12,9,3004
30,1.74,5,20,3005
45,3.67,12,14,3006
23,3.38,29,14,3007
28,0.45,3,10,3008
51,3.76,20,39,3009
40,0.36,5,47,3010
54,2.76,28,41,3011
5,1.37,1,40,3012
20,2.98,16,46,3013
40,1.38,9,36,3014
56,4.93,10,19,3015
44,1.62,29,33,3016
1,1.29,10,21,3017
57,1.46,13,47,3018
30,4.49,16,17,3019
21,3.22,20,15,3020
20,3.68,29,4,3021
6,4.6,25,0,3022
22,4.57,4,18,3023
18,3.72,14,9,3024
8,1.07,17,20,3025
39,4.23,28,12,3026
32,1.1,5,23,3027
33,3.74,13,22,3028
53,3.46,25,22,3029
16,3.82,3,10,3030
12,2.71,5,46,3031
38,3.23,16,1,3032
52,4.77,19,5,3033
34,0.6,28,10,3034
14,1.61,19,14,3035
36,3.1,17,8,3036
33,4.82,18,11,3037
23,0.57,18,35,3038
50,0.21,25,27,3039
45,0.37,23,22,3040
2,0.36,8,26,3041
41,4.55,18,23,3042
21,3.63,9,13,3043
2,3.42,29,34,3044
27,2.66,19,26,3045
57,3.93,10,20,3046
9,0.86,29,48,3047
1,2.02,2,12,3048
11,2.5,28,7,3049
3,0.64,17,43,3050
52,2.16,25,43,3051
23,1.65,24,43,3052
26,0.27,13,33,3053
4,0.77,28,41,3054
18,3.84,11,22,3055
55,0.19,16,8,3056
6,4.68,20,0,3057
35,0.52,7,35,3058
22,4.02,28,45,3059
43,4.5,3,15,3060
15,4.71,16,24,3061
22,4.35,19,17,3062
37,1.51,20,33,3063
52,1.73,16,37,3064
42,2.19,2,2,3065
12,0.78,14,19,3066
47,0.21,26,18,3067
49,4.36,20,12,3068
42,2.82,10,16,3069
38,3.08,19,13,3070
18,4.64,24,29,3071
45,3.36,11,21,3072
35,3.49,18,42,3073
30,3.96,11,47,3074
24,0.67,9,42,3075
42,1.86,19,28,3076
30,4.84,20,49,3077
14,4.62,29,1,3078
6,4.43,10,7,3079
3,2.32,26,13,3080
16,4.3,3,33,3081
7,0.34,3,12,3082
52,0.83,24,9,3083
14,2.13,8,7,3084
9,2.47,29,6,3085
15,1.39,29,12,3086
21,1.85,6,25,3087
35,0.9,20,31,3088
2,2.5,1,18,3089
27,3.99,20,14,3090
2,3.34,24,1,3091
35,0.63,6,36,3092
18,2.49,2,18,3093
14,3.52,19,32,3094
20,2.7,28,38,3095
18,2.02,7,49,3096
10,3.15,11,32,3097
25,4.85,11,0,3098
2,0.57,4,38,3099
25,2.01,20,27,3100
54,2.09,16,16,3101
33,2.93,5,5,3102
36,0.85,24,43,3103
31,0.97,7,19,3104
14,1.5,25,46,3105
1,4.78,16,12,3106
46,3.7,15,11,3107
16,3.34,5,29,3108
54,4.1,1,20,3109
46,0.73,20,1,3110
52,4.31,22,17,3111
3,3.01,22,27,3112
35,1.74,9,3,3113
41,4.1,26,41,3114
6,4.03,29,42,3115
25,4.24,21,5,3116
13,0.67,5,37,3117
53,4.85,22,8,3118
34,4.8,27,19,3119
8,1.85,6,44,3120
21,0.42,3,29,3121
34,0.92,6,36,3122
4,4.96,8,37,3123
25,2.86,28,3,3124
15,1.85,6,37,3125
4,1.51,16,49,3126
45,1.36,28,12,3127
12,3.35,16,34,3128
32,2.16,27,29,3129
32,4.83,21,41,3130
28,3.45,3,3,3131
13,3.98,17,24,3132
31,1.53,21,30,3133
14,0.49,6,46,3134
20,2.49,6,11,3135
18,1.64,22,14,3136
29,1.09,19,25,3137
6,4.77,20,9,3138
32,2.28,15,11,3139
29,0.96,19,21,3140
43,1.07,2,39,3141
2,1.48,8,20,3142
23,5,7,34,3143
19,1.41,27,6,3144
31,1.71,8,17,3145
51,3.33,13,26,3146
5,1.54,22,34,3147
19,1.16,27,46,3148
34,0.88,15,1,3149
10,1.63,12,31,3150
25,0.62,15,14,3151
2,0.19,14,44,3152
11,4.04,7,23,3153
50,0.78,17,19,3154
31,3.9,26,9,3155
56,4.01,5,23,3156
15,2.74,20,23,3157
9,1.62,10,23,3158
23,0.81,19,39,3159
19,3.71,18,47,3160
9,3.05,25,47,3161
35,3.31,24,33,3162
21,0.14,10,40,3163
9,4.64,2,39,3164
28,0.42,6,10,3165
46,1.9,3,25,3166
51,2.07,19,0,3167
7,0.11,5,29,3168
16,2.54,7,42,3169
16,3.79,7,17,3170
33,4.13,27,25,3171
4,4.41,10,46,3172
4,2.49,1,8,3173
39,3.19,11,8,3174
40,0.49,23,0,3175
17,2.49,7,6,3176
37,0.86,6,43,3177
39,1.91,6,41,3178
52,1.71,13,15,3179
29,2.18,16,37,3180
52,2.9,13,10,3181
36,4.52,2,24,3182
38,2.03,19,28,3183
39,4.91,19,18,3184
50,3.82,29,17,3185
37,2.61,19,46,3186
52,3.26,18,28,3187
35,0.6,25,15,3188
7,4.24,6,45,3189
27,2.95,2,39,3190
28,4.93,19,7,3191
22,3.22,26,33,3192
14,4.19,6,5,3193
7,4.02,20,44,3194
37,1.79,23,44,3195
22,1.37,22,29,3196
5,2.21,15,43,3197
55,2.39,6,33,3198
2,1.28,28,20,3199
27,4.48,3,11,3200
21,2.76,11,48,3201
54,4.89,8,5,3202
38,4.07,25,38,3203
15,2.82,22,5,3204
21,4.74,18,3,3205
10,2.57,17,8,3206
23,4.45,19,4,3207
58,1.85,19,9,3208
56,1.96,24,46,3209
39,2.15,21,7,3210
5,2.78,17,22,3211
1,2.81,27,3,3212
13,2.53,4,36,3213
21,1.6,7,6,3214
26,4.64,5,5,3215
50,2.98,26,44,3216
45,2.1,29,41,3217
21,3.29,16,14,3218
53,3.86,6,34,3219
18,4.81,14,49,3220
37,2.55,26,31,3221
45,0.65,20,13,3222
32,2.26,2,34,3223
36,2.45,25,10,3224
17,4.5,18,9,3225
35,2.03,18,16,3226
49,4.77,13,12,3227
11,2.48,28,33,3228
21,4.87,18,44,3229
52,0.14,17,4,3230
55,4.5,13,47,3231
53,4.66,28,9,3232
26,4.81,12,31,3233
4,0.16,3,11,3234
34,0.94,22,12,3235
52,3.3,7,20,3236
48,0.22,1,47,3237
18,0.41,5,32,3238
40,1.18,21,40,3239
35,2.61,1,47,3240
41,2.77,4,46,3241
29,0.27,26,49,3242
52,0.93,1,31,3243
29,2.55,13,11,3244
38,3.01,14,45,3245
42,0.83,15,34,3246
21,2.05,17,35,3247
42,4.53,12,37,3248
13,4.99,7,47,3249
49,4.94,23,27,3250
41,4.42,19,12,3251
17,2.03,23,11,3252
56,3.46,3,21,3253
9,2.14,18,43,3254
41,3.28,26,1,3255
1,1.62,4,28,3256
2,3.07,26,12,3257
48,2.67,3,34,3258
29,0.22,12,12,3259
33,3.97,23,33,3260
10,0.16,28,18,3261
50,1.54,12,8,3262
58,0.13,17,30,3263
40,1.94,6,32,3264
21,0.41,15,26,3265
28,4.58,2,44,3266
11,2.14,8,1,3267
55,2.35,14,14,3268
34,1.81,5,18,3269
8,3.17,3,30,3270
59,3.94,10,15,3271
22,3.28,7,42,3272
8,3.77,11,14,3273
49,4.54,15,5,3274
15,4.33,2,13,3275
17,3.4,5,26,3276
23,1.15,11,37,3277
24,3.22,8,18,3278
45,2.58,13,36,3279
19,3.61,11,42,3280
5,4.18,17,3,3281
32,3.74,15,25,3282
44,4.25,1,8,3283
1,0.41,19,40,3284
23,0.25,16,48,3285
37,1.37,19,39,3286
8,4.51,13,14,3287
13,4.14,23,40,3288
8,3.45,22,36,3289
57,3.53,23,3,3290
23,3.66,4,25,3291
43,4.72,11,17,3292
1,4.18,18,40,3293
45,3.15,18,34,3294
51,3.36,10,40,3295
24,1.15,17,40,3296
35,3.32,13,28,3297
24,2.18,25,23,3298
17,0.85,14,3,3299
5,4.05,7,20,3300
20,2.6,10,38,3301
21,4.89,3,6,3302
40,1.48,2,22,3303
58,2.46,19,39,3304
31,2.3,7,20,3305
46,0.69,5,0,3306
36,2.19,28,40,3307
11,1.51,3,24,3308
52,0.89,25,30,3309
15,1.48,2,43,3310
19,1.24,23,37,3311
7,3.7,26,44,3312
51,0.25,22,4,3313
28,3.13,6,30,3314
51,3.83,14,0,3315
43,2.46,7,29,3316
58,4.66,22,17,3317
5,3.57,2,7,3318
5,3.76,11,25,3319
30,1.06,21,39,3320
54,3.91,3,14,3321
32,4.18,9,18,3322
8,1.87,8,9,3323
10,1.15,26,23,3324
38,1.99,11,15,3325
47,3.72,18,42,3326
32,2.15,1,30,3327
48,3.71,15,43,3328
28,0.66,4,15,3329
17,4.05,4,15,3330
31,1.34,28,27,3331
8,1.32,10,19,3332
40,2.99,11,34,3333
25,0.44,18,8,3334
9,0.23,23,39,3335
2,1.38,29,9,3336
15,2.74,15,44,3337
50,4.55,3,17,3338
3,4.25,7,44,3339
49,2.5,7,44,3340
36,0.28,17,14,3341
4,2.72,22,44,3342
14,3.55,20,29,3343
41,1.76,27,47,3344
41,0.64,24,31,3345
25,1.46,16,39,3346
58,3.88,16,26,3347
55,1.82,8,26,3348
50,4.08,3,18,3349
10,1.67,20,9,3350
21,0.9,15,43,3351
36,2.24,1,45,3352
12,2.32,10,5,3353
27,0.18,2,23,3354
40,0.67,7,8,3355
2,1.01,14,26,3356
54,0.66,16,6,3357
13,1.77,27,5,3358
53,4.83,28,32,3359
32,2.6,15,20,3360
31,3.18,7,45,3361
16,1.85,13,37,3362
32,1.69,25,43,3363
32,0.21,10,16,3364
34,2.55,9,30,3365
11,2.47,9,36,3366
10,0.87,6,10,3367
15,3.85,24,27,3368
17,2.51,25,4,3369
40,1.76,12,11,3370
18,0.82,23,2,3371
55,2.81,20,40,3372
9,3.79,20,37,3373
25,1.48,22,1,3374
40,1.17,14,25,3375
59,2.66,27,1,3376
14,0.86,20,11,3377
58,3.37,27,39,3378
25,3.07,7,1,3379
50,0.53,8,40,3380
22,0.28,8,15,3381
52,3.14,8,29,3382
30,1.54,2,46,3383
20,0.52,14,45,3384
21,3.82,10,35,3385
44,1.64,18,3,3386
32,2.35,18,10,3387
51,1.26,18,23,3388
46,3.17,16,17,3389
49,1.58,20,26,3390
56,4.84,5,36,3391
21,3.54,20,1,3392
35,0.77,5,14,3393
58,2.14,20,10,3394
32,1.99,23,26,3395
30,2.72,10,48,3396
55,4.23,17,47,3397
39,2.96,13,46,3398
49,0.4,17,22,3399
12,3.31,18,34,3400
41,0.14,13,29,3401
47,3.92,17,46,3402
18,3.37,28,23,3403
21,1.61,15,18,3404
13,1.53,26,28,3405
21,4.01,12,12,3406
8,3.94,28,47,3407
46,1.83,10,22,3408
40,1.56,13,11,3409
46,2.84,11,48,3410
7,0.14,3,47,3411
23,0.51,22,40,3412
44,0.72,10,28,3413
32,1.01,11,5,3414
11,2.61,6,22,3415
22,4.96,1,30,3416
22,3.3,6,44,3417
43,0.4,5,20,3418
25,2.68,7,23,3419
22,2.53,22,7,3420
28,0.81,12,43,3421
29,4.61,12,8,3422
13,2.26,7,21,3423
18,4.97,2,3,3424
2,2.16,28,12,3425
29,3.08,1,33,3426
21,0.61,23,2,3427
15,2.33,25,36,3428
52,1.27,18,27,3429
27,4.19,12,25,3430
50,3.94,7,49,3431
31,4.14,19,45,3432
15,3.65,22,33,3433
51,4.18,3,14,3434
23,1.08,29,7,3435
24,2.32,10,47,3436
44,3.49,29,34,3437
13,3.22,27,23,3438
22,3.61,27,36,3439
43,1.2,11,3,3440
37,0.58,5,11,3441
33,4.59,2,18,3442
56,2.84,8,14,3443
3,0.85,14,29,3444
54,3.99,8,44,3445
19,4.58,23,36,3446
23,0.93,6,11,3447
29,4.11,1,18,3448
30,4.67,24,33,3449
39,4.7,1,6,3450
44,4.58,8,27,3451
47,2.78,11,27,3452
25,1.85,18,28,3453
37,0.14,24,36,3454
47,0.4,10,19,3455
8,2.2,12,10,3456
42,2.06,20,49,3457
58,1.01,23,49,3458
16,2.04,16,38,3459
8,0.96,5,41,3460
1,4.26,16,22,3461
44,1.56,24,45,3462
5,3.03,12,19,3463
3,2.56,6,19,3464
1,0.35,5,10,3465
4,4.72,1,1,3466
40,2.68,19,12,3467
35,1.69,10,12,3468
32,0.87,25,40,3469
42,1.76,14,48,3470
34,0.2,25,14,3471
43,1.88,21,30,3472
25,2.7,3,22,3473
10,4.37,6,21,3474
21,3.47,5,15,3475
46,0.65,17,41,3476
39,0.82,18,28,3477
27,2.2,12,19,3478
27,1.06,5,27,3479
2,0.24,9,26,3480
41,4.04,12,43,3481
48,0.2,20,28,3482
13,4.17,9,4,3483
9,0.81,3,48,3484
52,4.88,1,41,3485
36,3.06,22,37,3486
22,3.7,15,37,3487
42,0.64,10,43,3488
26,4.32,14,1,3489
58,4.21,7,44,3490
54,3.3,4,19,3491
12,2.56,26,42,3492
17,3.64,5,46,3493
14,0.13,20,12,3494
14,3,16,25,3495
57,4.25,3,34,3496
34,1.85,17,45,3497
53,0.63,13,7,3498
57,2.16,6,27,3499
20,3.66,26,40,3500
11,0.63,5,14,3501
16,1.11,16,49,3502
51,0.82,11,7,3503
31,4.01,17,10,3504
55,0.41,5,28,3505
6,3.46,6,4,3506
56,1.9,10,46,3507
19,3.8,21,46,3508
37,4.83,1,6,3509
58,0.66,21,17,3510
4,1.64,10,27,3511
47,4.07,17,11,3512
4,1.4,27,11,3513
20,1.15,3,35,3514
10,4.14,28,28,3515
24,4.94,29,10,3516
54,2.83,2,5,3517
35,1.46,29,20,3518
26,2.05,17,9,3519
37,0.93,4,31,3520
38,3.83,2,46,3521
21,3.89,5,32,3522
54,4.39,10,16,3523
40,0.23,1,2,3524
39,2.85,28,42,3525
21,1.15,26,17,3526
10,1.77,1,9,3527
38,3.95,27,40,3528
46,1.04,26,38,3529
4,3.23,4,42,3530
57,3.31,7,7,3531
45,4.78,14,33,3532
20,3.9,14,36,3533
17,4.04,18,40,3534
55,2.7,2,32,3535
7,1.02,1,48,3536
4,2.19,21,9,3537
29,2.79,22,39,3538
14,3.42,16,17,3539
3,3.08,29,24,3540
24,2.03,22,41,3541
37,1.4,18,40,3542
16,0.92,16,35,3543
58,3.5,28,1,3544
55,3.26,28,18,3545
52,3.47,23,9,3546
4,1.93,22,48,3547
56,1.39,24,2,3548
24,3.82,6,18,3549
34,3.89,25,25,3550
30,2.33,10,46,3551
18,3.1,2,24,3552
19,1.93,7,49,3553
31,3.54,21,16,3554
19,4.2,17,9,3555
49,3.47,3,45,3556
46,2.61,20,49,3557
19,2.35,12,10,3558
22,3.25,2,10,3559
24,3.43,7,11,3560
45,2.84,17,39,3561
12,3.16,19,47,3562
30,0.57,12,7,3563
58,4.76,9,23,3564
38,3.97,27,13,3565
53,1.93,14,22,3566
31,2.86,2,49,3567
36,0.33,21,35,3568
19,0.3,4,16,3569
48,1.33,28,44,3570
45,3.48,19,4,3571
36,4.28,21,2,3572
30,2.84,16,8,3573
55,2.71,22,19,3574
49,2.07,17,49,3575
55,0.89,2,19,3576
33,0.68,17,18,3577
18,3.83,19,20,3578
52,4.64,8,15,3579
49,2.35,24,32,3580
59,3.33,20,4,3581
28,4.58,6,23,3582
59,0.54,12,14,3583
47,3.88,25,25,3584
11,3.12,23,43,3585
57,3.03,18,24,3586
54,1.53,27,27,3587
45,3.45,2,32,3588
33,3.99,19,45,3589
17,0.65,24,17,3590
6,2.71,10,17,3591
4,0.6,25,37,3592
20,4.38,29,32,3593
48,2.59,3,26,3594
47,4.06,25,48,3595
27,1.9,28,49,3596
15,0.71,12,14,3597
6,0.3,26,43,3598
47,1.48,16,12,3599
14,1.3,12,33,3600
11,2.85,8,3,3601
39,0.21,5,34,3602
9,2.65,11,18,3603
26,2.02,10,30,3604
16,2.93,3,24,3605
5,3.54,27,39,3606
57,3.21,23,11,3607
52,4.92,9,11,3608
10,0.78,12,41,3609
50,2.21,6,24,3610
3,2.18,19,32,3611
13,2.14,16,36,3612
43,3.35,21,27,3613
49,2.5,23,42,3614
30,2.64,24,8,3615
54,2.22,29,13,3616
45,4.96,14,2,3617
6,4.65,28,4,3618
17,1.61,4,25,3619
59,0.65,18,40,3620
45,4.21,10,17,3621
51,4.99,18,37,3622
53,1.53,12,20,3623
